15,23/4/2020,22:11:07,23.7,101.1,37.5,6.76358E-08,1.83579E-05,,0,520.54,0,241.132,232.419,672.036,0,416.238,0,775.515,187.36,1085.231,700.003,3044.796,1640.082,789.065,1227.722,1792.156,1297.712,1546.036,1631.659,2897.042,1929.57,873.534,1332.834,1067.237,2075.48,1346.428,1539.718,2143.054,1358.066,2563.423,2802.046,2736.308,3395.234,4096.798,3230.589,4418.376,3850.23,4284.87,5705.26,6249.456,6929.325,9457.914,9364.501,8144.1,9878.892,11289.955,10792.146,10566.661,11605.701,11703.703,10782.586,11909.816,12794.1,12124.55,14631.288,11180.546,11456.073,11087.342,11033.911,9217.029,9637.826,9531.477,8139.084,9209.548,8816.853,7637.45,5423.618,6449.007,6522.106,6022.199,4933.304,4390.317,5031.682,3823.454,3270.502,3106.503,2169.121,2063.953,2776.955,1401.205,1341.979,2151.419,1287.033,979.321,988.872,585.459,339.627,1115.009,261.323,176.977,449.573,327.876,222.879,93.952,191.131,583.419,0,201.525,0,207.802,105.884,107.946,110.091,0,113.859,0,0,0,0,0,300,4,50,1,3,0.326,0,10.14,9638.63,13.3,749.9,1,1.72,7.46,776.7,ON,95.165,107.357,92.092,101.815,1.769,6499.133,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
16,23/4/2020,22:16:37,23.7,101.1,37.4,6.76358E-08,1.83579E-05,,471.431,0,0,0,0,224.012,0,208.119,0,193.879,187.36,904.359,875.003,169.155,1312.065,157.813,1534.664,746.732,865.155,1124.39,815.829,1185.156,1415.008,1996.649,969.334,1304.413,922.43,1234.216,2309.577,2250.217,2298.276,2050.741,3502.567,2540.839,3361.137,3285.359,3045.984,3903.98,4975.623,4883.06,5374.61,6249.473,6908.808,8124.376,8870.267,8646.615,8758.6,10262.444,10060.561,11081.276,11707.688,12694.453,14933.407,12702.238,13361.633,12373.779,11564.847,12647.058,11063.176,12582.023,9529.546,9055.984,9466.526,9544.054,8617.013,8247.863,6966.616,7132.894,6855.808,5947.431,5849.07,4605.513,5108.449,5592.348,5292.766,4087.873,3493.813,3379.153,2727.414,1911.068,1851.29,2646.764,1304.284,1870.734,1367.451,571.271,741.647,501.822,594.348,257.31,348.43,796.404,269.744,456.952,554.361,0,191.131,97.236,197.935,201.525,0,207.802,105.884,0,110.091,0,113.859,232.501,0,0,0,125.003,300,4,50,1,3,0.326,0,10.14,9638.38,13.3,749.9,1,1.72,7.46,776.7,ON,95.512,109.48,95.11,88.168,1.709,6348.732,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
17,23/4/2020,22:22:07,23.7,101.1,37.3,6.76358E-08,1.83579E-05,,270.368,0,250.524,241.132,0,0,431.826,0,200.867,387.758,562.079,723.487,0,338.311,492.024,789.065,767.316,896.078,576.761,1405.487,679.858,526.73,1543.645,1123.115,1696.346,1422.995,1153.038,785.41,1429.738,1995.444,979.652,2227.091,3258.29,2220.411,3649.233,2158.938,3784.421,4085.563,3376.315,5306.393,6335.276,5825.666,7096.281,8882.27,8067.855,9001.28,9707.817,9591.311,10190.635,11993.776,11765.219,9982.772,11992.187,10857.843,12355.99,12249.297,10744.115,13348.615,11213.054,12745.778,9196.232,9005.213,8985.113,10501.046,7416.482,8975.091,7377.057,8152.809,7352.921,6545.127,5562.18,5444.19,5005.815,4975.666,3600.479,3705.964,4071.096,3026.725,2885.882,2439.183,2545.522,2101.819,2052.434,1354.595,965.26,1212.58,1344.05,1658.675,778.169,672.027,174.215,88.488,89.915,91.389,369.574,0,286.697,97.236,0,302.288,203.983,103.901,211.769,107.946,0,111.564,113.859,0,0,0,0,0,300,4,50,1,3,0.326,0,10.14,9638.38,13.3,749.9,1,1.72,7.46,776.7,ON,97.374,110.921,96.612,105.545,1.704,6202.265,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
18,23/4/2020,22:27:37,23.7,101.1,37.2,6.76358E-08,1.83579E-05,,270.368,0,0,0,232.419,224.012,0,0,200.867,0,0,542.616,350.001,676.621,492.024,315.626,920.78,896.078,576.761,562.195,407.915,1316.825,771.823,1247.906,1211.667,2015.916,1729.569,1570.831,2089.617,1995.444,1606.452,1948.214,2201.627,2149.951,2688.923,2144.475,2783.305,4721.083,3728.704,5148.36,5030.269,5486.574,6428.377,6826.177,6807.002,7347.446,8418.297,9994.954,9062.283,10638.789,9873.953,11928.05,12339.632,11621.025,11624.267,13037.115,10433.535,11276.551,11530.764,10852.113,10722.205,8766.928,9702.73,8289.774,9294.239,8235.278,7395.112,7418.426,7585.237,5859.949,5828.045,5057.37,5289.064,3958.3,4555.725,4224.784,3550.063,3252.03,2197.078,2751.957,2236.998,1556.909,1420.91,2071.721,1287.013,816.101,906.466,334.548,778.16,1015.107,522.645,353.954,449.573,731.108,184.787,281.857,286.697,0,197.935,100.763,101.992,0,105.884,215.892,110.091,0,0,0,117.898,0,0,0,300,4,50,1,3,0.326,0,10.14,9638.38,13.3,749.9,1,1.72,7.46,776.7,ON,98.391,112.259,97.898,98.217,1.697,5943.991,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
19,23/4/2020,22:33:07,23.6,101.1,37.2,6.76069E-08,1.83531E-05,,270.354,0,0,0,0,0,215.902,0,200.857,193.869,187.35,0,349.983,338.293,655.999,946.83,1074.188,1194.71,1441.828,421.625,728.152,1006.601,514.522,748.717,1090.445,1065.351,1500.653,1121.957,1429.675,1821.513,1775.851,1845.578,2401.65,2442.998,2784.801,3285.142,2953.548,3722.196,4797.663,4550.356,4898.812,5429.137,7259.394,7238.39,8021.884,9745.193,8779.336,9966.247,10694.105,10376.002,10872.254,11034.481,12345.301,12298.366,12502.463,11480.745,12815.323,9991.375,9375.868,10565.418,10438.038,11071.967,8959.353,7216.436,8564.83,7496.682,7024.288,5905.689,7369.48,6357.572,4316.796,5418.331,4468.305,4639.273,4702.416,4164.463,3409.751,3039.954,3387.667,2354.15,1774.075,1842.245,1841.81,1325.075,1879.718,816.058,906.418,1254.488,594.316,343.062,522.617,619.386,449.558,548.311,184.777,187.895,191.121,97.231,0,302.272,0,0,105.879,0,220.17,0,113.853,0,0,120.46,0,0,300,4,50,1,3,0.326,0,10.14,9636.56,13.3,749.9,1,1.72,7.46,776.7,ON,96.518,111.295,97.054,101.815,1.693,5958.055,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
20,23/4/2020,22:38:37,23.7,101.1,37,6.76358E-08,1.83579E-05,,270.368,0,72.729,171.13,232.419,0,215.913,0,0,0,187.36,542.616,350.001,338.311,328.016,631.252,578.266,781.364,288.38,702.744,951.801,1711.873,385.911,1372.696,1332.834,1778.729,1153.038,1458.619,1429.738,1821.606,3551.886,922.829,2501.837,1759.052,2304.776,3942.412,2492.18,3692.058,3228.29,4183.489,5609.29,4598.6,6741.459,7155.175,7455.298,6591.454,8556.71,8131.974,10505.523,10533.826,11330.379,11311.227,13108.867,12721.349,12172.755,11685.003,10684.898,11829.752,10809.772,10207.015,9364.181,9018.189,9878.427,9641.289,7598.049,8647.436,8323.1,7349.546,6639.279,6090.773,5971.937,5058.745,4496.594,4532.204,4780.6,3784.7,3642.678,3031.401,2706.396,2515.61,1465.622,2302.078,1616.105,1553.926,1162.597,897.711,906.458,752.733,594.348,514.62,348.43,265.465,179.829,274.166,92.393,93.952,0,388.946,98.968,100.763,0,0,0,215.892,220.181,334.693,0,0,0,0,0,0,300,4,50,1,3,0.326,0,10.14,9638.38,13.3,749.9,1,1.72,7.46,776.7,ON,97.764,111.35,97.519,88.168,1.685,5888.404,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
21,23/4/2020,22:44:07,23.6,101.1,37,6.76069E-08,1.83531E-05,,0,260.257,0,0,0,224.001,0,0,401.714,0,187.35,361.725,524.975,0,164,157.805,613.822,896.032,576.731,562.166,2039.469,921.73,900.414,1372.626,363.482,1778.649,576.489,1009.761,1459.44,935.315,1566.918,1537.968,2647.532,2007.443,2784.792,2534.253,3784.23,3812.966,3642.652,3585.104,4603.069,5723.595,7088.865,7406.331,8834.549,10818.889,8656.609,10064.756,8516.892,10310.517,11243.378,10472.434,10666.95,11339.363,10890.539,12047.54,12806.097,12481.487,11038.581,9437.109,11434.374,8874.226,10477.544,7584.84,7160.105,7513.191,8394.028,6569.663,7217.363,5856.006,5741.249,4854.934,6093.772,5718.331,4560.271,4727.154,4317.015,3604.254,3257.562,2749.388,2840.012,2118.202,1784.861,1993.452,2040.594,1224.087,1565.617,1254.488,849.023,771.889,435.515,0,449.549,0,277.166,469.737,95.561,194.463,296.887,403.03,101.986,103.896,317.637,215.892,110.085,111.558,227.705,0,0,120.46,0,0,300,4,50,1,3,0.326,0,10.14,9636.56,13.3,749.9,1,1.72,7.46,776.7,ON,100.011,115.931,100.591,101.815,1.704,6026.843,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
22,23/4/2020,22:49:37,23.6,101.1,36.9,6.76069E-08,1.83531E-05,,0,0,0,0,0,0,0,416.217,0,193.869,562.05,0,874.959,169.147,328,315.61,306.911,448.016,720.914,702.708,815.788,790.055,1029.044,623.921,848.124,830.031,922.383,1234.164,1429.675,2357.238,1671.411,1743.031,1701.154,2052.12,2016.566,3194.503,2410.011,5058.038,4987.876,5337.348,6624.911,5493.304,5936.042,6172.708,7862.122,9343.564,8700.174,9590.868,10504.939,10592.634,11963.866,10474.628,10912.036,11499.587,11810.456,13464.892,11578.735,10842.985,10934.6,10800.726,10649.975,10240.54,9501.525,8153.875,7279.058,6195.964,7175.126,7488.248,6798.593,5211.095,6604.635,6588.859,5513.372,4829.068,4628.968,3557.538,2828.394,3190.121,2781.598,1971.951,2374.791,2663.087,2052.325,1593.555,1286.961,1550.518,1400.832,836.342,509.414,600.358,435.523,88.484,359.639,456.919,184.777,93.947,95.561,486.157,201.181,97.443,203.972,0,317.637,0,0,0,0,0,0,120.46,0,124.996,300,4,50,1,3,0.326,0,10.14,9636.56,13.3,749.9,1,1.72,7.46,776.7,ON,98.237,113.029,98.922,98.217,1.676,5945.594,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
23,23/4/2020,22:55:07,23.6,101.1,36.8,6.76069E-08,1.83531E-05,,270.354,0,250.511,241.12,0,0,0,624.325,401.714,193.869,562.05,723.45,874.959,2368.053,735.095,1028.526,1534.554,1642.726,1874.376,2108.137,1359.646,1185.082,1157.675,1372.626,1211.617,2252.964,1729.468,1009.772,2419.432,1607.218,2193.707,2153.166,2501.743,2247.569,2304.657,2534.253,2953.538,4163.321,2855.565,5249.873,4558.967,5632.575,6967.627,6914.91,7454.917,7826.205,8462.901,9654.342,9592.347,11762.593,11267.483,12115.458,12431.856,13676.942,12829.019,12019.38,10491.833,11626.7,11108.921,11351.771,10975.303,10861.662,8272.143,9317.552,9148.888,8272.018,8174.692,7593.83,6536.968,6448.3,5828.106,4707.9,4630.792,4328.105,5397.249,4031.168,3572.686,2628.078,2878.779,2063.85,2991.864,1806.815,1420.835,1195.16,1367.387,1060.875,659.207,836.334,509.414,1023.608,615.393,707.87,89.91,548.302,184.777,469.737,95.561,194.463,0,201.515,101.986,103.896,105.879,107.94,0,111.558,0,116.244,0,0,0,0,300,4,50,1,3,0.326,0,10.14,9636.56,13.3,749.9,1,1.72,7.46,776.7,ON,96.196,109.481,94.133,91.398,1.761,6249.032,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
24,23/4/2020,23:00:37,23.6,101.1,36.7,6.76069E-08,1.83531E-05,,0,260.257,0,0,0,0,215.902,416.217,401.714,581.607,562.05,361.725,174.992,169.147,491.999,473.415,1841.465,746.694,1586.011,281.083,815.788,1185.082,643.153,998.273,726.963,1067.182,1383.574,897.565,1569.425,2221.091,1775.841,1948.104,2301.562,2215.954,2719.832,2252.669,2676.646,4176.145,4026.861,3906.575,4045.791,5717.369,7305.108,7322.711,7290.465,7265.34,7730.748,8898.635,8685.732,9840.371,10954.678,12489.382,11166.292,11321.426,12026.408,10300.716,12109.582,10630.786,13385.819,10050.683,10470.709,10362.887,9179.849,7880.932,8722.212,8698.595,6687.959,7559.596,5637.376,6161.711,6763.449,5863.795,5050.292,3972.578,5725.478,3275.07,3930.759,3303.874,3636.38,2214.297,2393.568,2724.405,1736.576,1115.483,1126.076,1626.532,829.663,1254.496,933.925,857.654,696.823,442.418,539.459,365.535,184.777,187.895,191.121,97.231,98.962,201.515,305.959,0,317.637,0,0,0,0,232.489,0,0,122.231,0,300,4,50,1,3,0.326,0,10.14,9636.56,13.3,749.9,1,1.72,7.46,776.7,ON,99.917,114.259,98.994,109.411,1.721,5942.044,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
25,23/4/2020,23:06:07,23.6,101.1,36.6,6.76069E-08,1.83531E-05,,0,0,251.284,0,0,0,0,208.75,201.477,777.868,751.711,725.682,789.484,1781.913,1316.045,791.458,1693.217,2097.206,1157.02,1127.8,1500.224,1717.065,1548.34,1376.86,972.274,1665.194,925.228,1575.596,2095.955,1612.165,2724.401,1851.255,1806.798,2156.461,2659.613,2390.384,2870.076,3733.682,3119.171,3245.312,4921.773,5016.381,5610.467,7097.271,5405.985,8287.306,9358.702,10160.866,11477.058,10732.585,10839.65,11515.731,12185.028,11901.169,12356.516,11066.212,11793.973,10718.497,10282.068,9920.478,9997.868,10577.508,9864.579,9038.036,9322.103,7176.918,6773.786,7946.988,6464.16,6230.883,6567.385,6101.626,5270.375,4651.242,4938.05,4460.652,3509.073,2711.527,3115.657,2760.291,2243.763,1873.934,1266.86,2157.944,1048.876,1309.72,1260.965,1404.692,766.478,602.21,436.858,355.027,721.507,183.331,370.694,471.186,191.711,97.531,198.535,0,0,0,0,108.273,331.273,111.903,0,0,0,0,0,0,300,4,50,1,3,0.325,0,10.14,9636.56,13.3,749.9,1,1.72,7.46,778,ON,97.55,111.688,95.961,94.746,1.762,6107.135,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
26,23/4/2020,23:11:37,23.6,101,36.5,6.76738E-08,1.83531E-05,,270.386,0,250.54,0,0,0,215.927,208.133,0,775.567,1124.251,723.536,350.025,676.667,328.038,789.118,613.894,1792.277,720.999,983.921,951.865,1053.531,514.583,998.392,1332.924,355.77,461.246,1234.299,1209.86,1928.9,1776.063,1383.406,2057.08,2829.801,2123.698,2617.839,4246.257,4358.227,4442.803,4285.144,4219.494,5509.127,6302.596,6786.49,5753.899,9025.209,7075.114,8387.702,10401.948,10157.753,10723.991,11105.666,12783.588,11978.369,13710.716,11359.984,12496.822,12912.656,10556.701,10522.138,10857.749,8696.634,8778.786,8290.682,8370.693,8449.567,6892.329,6517.783,6994.13,6377.822,6364.242,5964.763,5006.168,5104.807,5088.081,4373.341,3275.372,2853.7,2045.699,2807.615,1718.308,1557.01,1263.135,1195.315,1206.667,816.158,1153.754,1338.293,849.136,428.88,435.568,353.978,449.604,182.79,0,375.835,95.572,291.729,395.898,0,305.996,181.587,238.514,107.953,110.098,0,0,116.258,117.906,0,0,0,300,4,50,1,3,0.326,0,10.13,9635.23,13.3,749.9,1,1.72,7.46,776.6,ON,98.401,112.34,97.592,94.746,1.714,5939.857,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
27,23/4/2020,23:17:07,23.6,101.1,36.4,6.76069E-08,1.83531E-05,,0,0,0,0,232.407,0,215.902,208.108,200.857,775.476,1311.45,904.313,1224.942,845.733,1475.998,1104.634,2148.391,1941.403,1730.222,1124.332,2311.412,1185.095,1800.827,2495.695,1696.259,711.455,1614.17,1570.751,1209.738,1263.21,2111.225,1948.093,1901.3,2997.71,2527.769,2534.262,4430.312,3359.053,4545.539,4270.491,5595.281,5170.471,5008.863,7648.222,7413.249,7627.729,8298.634,8973.057,11287.542,11151.33,10426.316,11061.62,11768.625,12280.458,10348.09,12426.956,12684.384,10997.024,10996.71,11515.598,10327.136,8945.338,10477.512,7752.721,8912.326,7178.533,7442.909,7013.405,7045.888,6269.018,5777.807,6528.61,4891.542,5444.142,4996.321,4164.478,3856.329,3529.174,3257.57,2369.615,2313.996,1323.298,1420.843,1752.918,884.79,1387.319,1236.013,975.362,198.461,686.123,783.926,796.353,359.639,548.302,277.166,375.79,286.682,97.231,296.887,302.272,305.959,0,0,215.881,110.085,0,227.705,232.489,0,120.46,0,0,300,4,50,1,3,0.326,0,10.14,9636.56,13.3,749.9,1,1.72,7.46,776.7,ON,97.382,111.45,94.745,101.815,1.791,6223.516,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
28,23/4/2020,23:22:37,23.5,101.1,36.3,6.75779E-08,1.83484E-05,,0,0,0,0,0,0,0,0,200.847,193.859,0,723.413,699.931,507.414,983.948,631.187,613.79,1045.317,1730.105,1264.809,543.831,1580.028,900.367,998.222,1453.851,1067.139,1268.211,1751.924,1471.873,1392.841,1462.382,2460.623,1500.941,2247.433,2374.119,3498.567,3137.962,4725.366,3580.749,4952.663,4620.057,4689.251,6010.368,7086.868,6766.745,9128.157,8156.432,8878.415,9423.03,12329.484,8984.624,9209.175,11811.539,11114.655,11586.97,10323.114,12317.203,10866.418,12869.449,10400.39,11170.783,9192.47,10463.574,8250.201,8746.389,9265.165,7156.28,8207.68,6421.999,7881.35,4600.772,5132.658,5295.471,4316.635,4040.935,4294.514,3794.924,2858.033,2575.607,3215.899,2385.339,2549.994,2150.03,1650.362,1712.038,1142.42,906.362,1170.793,764.08,514.565,783.893,442.395,196.109,166.192,277.151,375.77,191.111,0,98.957,403.008,203.962,207.78,211.747,107.935,0,0,0,0,0,120.454,0,0,300,4,50,1,3,0.326,0,10.14,9634.74,13.3,749.9,1,1.72,7.46,776.6,ON,100.163,113.682,98.64,109.411,1.715,5986.716,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
29,23/4/2020,23:28:07,23.5,101.1,36.3,6.75779E-08,1.83484E-05,,270.34,0,0,482.215,0,447.978,647.672,1572.512,2700.064,1938.59,3184.805,3978.774,4549.57,3044.501,4263.775,3629.359,4910.376,4330.653,4849.186,4829.702,2583.222,3160.082,2186.619,2121.246,2907.727,1557.402,2059.713,1907.228,1319.622,2571.399,1880.216,2153.055,1901.192,2052.014,1728.406,2440.275,2491.913,2269.494,4918.033,4428.003,4389.891,6441.536,6678.189,5674.149,6862.332,6173.438,7840.034,7708.858,7904.465,10380.586,10428.25,9832.781,11414.045,11311.796,13719.714,13965.296,14209.19,12477.076,10469.396,10579.055,10334.903,10358.14,10101.381,8237.504,8688.682,7890.733,9311.582,7015.549,7114.368,7283.376,5204.792,7029.985,5326.121,4628.625,4187.851,3506.603,3846.736,3754.221,3408.89,3133.846,2236.736,2023.744,1262.897,2071.517,1286.876,1224.022,823.965,1003.537,1273.476,428.813,609.688,619.353,539.431,365.516,92.384,657.597,477.778,97.226,98.957,403.008,101.981,103.89,0,0,0,0,113.847,0,0,0,0,0,300,4,50,1,3,0.326,0,10.14,9634.74,13.3,749.9,1,1.72,7.46,776.6,ON,94.612,104.317,84.402,101.815,1.995,6796.987,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
30,23/4/2020,23:33:37,23.5,101,36.2,6.76448E-08,1.83484E-05,,0,0,0,0,0,0,215.916,0,0,387.764,374.725,180.875,525.01,1353.264,820.054,1284.167,1053.214,1493.487,1009.347,1124.408,271.947,1185.175,1672.309,2495.851,1211.687,1541.589,1037.751,1122.032,1655.99,1386.902,1984.908,2255.85,2301.717,1954.523,2400.847,1689.626,3322.963,3268.481,3909.455,3497.892,4734.757,5425.091,5484.379,6309.793,7358.434,8927.626,7723.979,9193.151,9680.336,11426.304,10305.246,10371.215,10843.697,11388.861,13402.322,11630.668,11993.921,11036.462,13931.321,9937.062,10011.381,10773.888,8788.355,10669.715,8754.098,8875.492,8465.406,7131.801,9220.85,6676.356,8152.745,5590.268,6096.118,5048.924,4335.351,3557.765,3100.677,3555.285,3788.196,2369.769,2338.478,2466.546,1973.535,1434.3,1850.136,1469.031,1400.913,801.206,799.885,686.171,435.545,530.939,539.497,365.56,369.58,563.723,95.567,97.238,197.939,100.764,203.986,0,317.658,215.896,0,0,0,0,0,0,0,0,300,4,50,1,3,0.326,0,10.13,9633.16,13.3,749.9,1,1.72,7.46,776.5,ON,101.073,114.738,99.469,109.411,1.726,6176.733,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
31,23/4/2020,23:39:07,23.5,101,36.2,6.76448E-08,1.83484E-05,,0,260.274,250.528,0,0,0,215.916,208.122,401.741,581.646,1124.175,542.624,926.317,1303.678,984.065,1262.524,1841.589,1194.79,1441.939,1686.611,1359.737,1843.598,2186.866,1247.938,2059.867,2253.092,2306.113,2244.065,3085.762,3315.692,2298.323,3691.384,3725.149,3246.015,2963.533,3445.181,4061.416,3450.104,4176.025,6296.277,5939.988,5764.202,6178.028,8587.331,7503.043,7283.856,8945.912,10900.208,10256.532,11611.292,10198.31,9908.818,11904.338,12978.465,11749.126,12649.69,11637.863,12463.891,12145,10670.104,13119.328,11713.987,9422.299,8432.28,9578.932,8312.427,9587.241,5934.309,6855.311,8092.943,6115.955,6646.978,5906.089,4645.666,4815.875,4711.371,3696.173,3029.624,3333.582,3197.745,2790.061,2179.7,2131.417,2192.955,1245.144,1142.569,1318.506,383.014,799.894,943.485,435.545,442.449,89.916,182.78,184.79,93.954,95.567,291.714,98.969,201.529,0,103.903,105.886,0,220.185,111.566,0,0,0,120.468,0,0,300,4,50,1,3,0.326,0,10.13,9633.16,13.3,749.9,1,1.72,7.46,776.5,ON,96.681,109.001,93.194,117.574,1.779,6684.574,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
32,23/4/2020,23:44:37,23.5,101.1,36.1,6.75779E-08,1.83484E-05,,270.34,0,250.498,0,0,0,215.891,0,0,193.859,374.681,542.56,349.966,1014.828,819.957,788.984,920.685,746.655,288.351,562.137,1495.534,790.014,1414.876,998.222,848.08,1541.406,1383.515,1458.469,1869.465,1071.416,2524.968,2442.958,2801.766,1954.29,2208.525,3754.282,3968.615,3182.074,4767.483,3260.043,4103.612,5960.631,6357.715,6759.394,6833.249,7026.368,9763.503,7786.842,11199.543,9263.734,10725.385,10531.075,12505.527,10032.485,11916.874,12445.278,12969.837,11346.604,11019.792,12358.492,9699.322,9633.523,9545.331,8522.004,10679.8,8055.74,8596.087,8689.043,7635.106,6305.023,5827.42,5562.521,5150.371,5063.905,3584.371,4025.394,3837.155,3613.731,3560.43,2222.223,1682.522,2265.999,2478.496,1140.393,666.443,1468.834,1071.163,1254.429,848.978,514.565,522.59,707.832,449.526,365.516,369.535,281.827,477.778,194.452,395.829,201.504,101.981,0,0,0,220.158,111.553,113.847,116.238,117.885,0,0,124.99,300,4,50,1,3,0.326,0,10.14,9634.74,13.3,749.9,1,1.72,7.46,776.6,ON,100.225,114.422,99.009,101.815,1.722,6094.605,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
33,23/4/2020,23:50:07,23.4,101.1,36,6.7549E-08,1.83436E-05,,0,0,0,0,0,0,0,0,401.673,581.547,374.662,542.532,699.895,338.259,655.932,0,460.319,597.294,720.84,1264.758,679.753,1316.636,643.086,873.399,969.197,829.945,1844.587,1458.405,989.666,2048.88,1762.718,1742.861,2482.821,2265.517,1344.239,2610.886,2231.602,2632.495,3286.936,4671.945,5299.058,5823.515,6147.999,6251.047,7252.621,8534.306,7952.906,9113.684,10022.631,10753.814,10222.334,10394.229,12207.238,11654.756,12992.711,12319.024,11606.632,12750.422,10985.094,11221.936,9711.974,9903.222,8813.505,9174.535,9127.291,7260.364,9732.601,7529.227,6926.438,6206.016,7300.442,5988.281,5512.795,3537.351,4823.088,4150.02,3725.394,3524.522,3137.772,2962.112,2222.868,2101.468,2052.138,2134.95,1303.094,1067.112,1147.086,418.118,679.146,428.781,435.468,353.897,269.701,520.782,304.901,845.456,0,0,197.904,100.747,101.976,103.885,0,107.929,0,111.547,0,0,0,0,0,0,300,4,50,1,3,0.326,0,10.14,9632.92,13.3,749.9,1,1.72,7.46,776.5,ON,100.388,114.234,100.12,94.746,1.685,5982.58,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
34,23/4/2020,23:55:37,23.4,101.1,35.9,6.7549E-08,1.83436E-05,,270.326,0,0,0,232.383,0,0,0,0,0,374.662,723.376,349.948,338.259,1147.897,1262.31,613.759,597.294,288.336,421.581,1223.556,394.987,1028.938,623.857,605.74,1067.072,1037.574,785.289,1429.517,1499.906,1044.515,1665.369,1076.206,1954.198,2016.377,2721.722,2078.913,2947.814,4352.961,3847.027,4981.323,5773.834,5205.763,7288.486,7275.494,7442.524,8224.792,8108.459,9507.183,9786.606,11047.142,8411.387,11546.995,12088.249,12875.72,11966.93,11285.211,9793.365,12277.491,11214.48,10291.112,11603.845,8711.523,8928.064,9078.452,8801.923,8067.518,7455.215,6859.222,6763.642,6186.786,5128.775,5512.817,5026.203,4650.363,5146.208,4581.307,2777.961,3030.003,2675.087,2776.515,1934.531,1432.123,1673.046,1528.084,897.568,1153.49,1505.242,424.466,343.025,696.758,350.907,452.541,274.122,184.758,375.75,95.551,0,98.952,201.494,203.951,103.885,211.736,107.929,0,0,0,116.232,0,0,0,0,300,4,50,1,3,0.326,0,10.14,9632.92,13.3,749.9,1,1.72,7.46,776.5,ON,101.873,115.809,101.576,94.746,1.683,5852.215,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
35,24/4/2020,00:01:07,23.4,101.1,35.9,6.7549E-08,1.83436E-05,,0,0,0,0,0,0,215.88,416.174,0,0,374.662,904.257,174.974,338.259,163.983,788.944,933.405,810.841,791.006,562.108,407.852,526.649,257.235,623.857,969.184,1541.327,922.288,1570.589,1429.517,1821.335,1148.976,2485.535,1676.571,2149.627,1824.324,2158.594,2953.251,2927.135,3886.951,4284.185,4992.181,4915.687,4704.902,6858.28,5933.449,6858.175,6968.256,7796.59,8769.758,8221.711,10669.87,11821.964,9864.14,11498.121,11267.37,12226.147,12098.622,12592.389,11588.097,12222.627,10555.307,10202.044,10194.119,9856.948,8913.72,7936.092,8204.068,7710.276,7300.86,5818.604,6992.867,5325.015,5654.772,5422.743,5363.165,4256.928,4804.596,3228.445,3029.969,2382.987,2145.752,2179.3,2288.902,1673.046,1125.957,1060.762,1071.106,418.118,764.04,1372.101,783.843,530.846,89.9,548.244,0,281.812,95.551,194.442,0,302.24,101.976,207.769,0,107.929,0,0,0,0,117.879,0,0,0,300,4,50,1,3,0.326,0,10.14,9632.92,13.3,749.9,1,1.72,7.46,776.5,ON,103.606,116.657,102.363,105.545,1.682,5851.92,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
